Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
.,org.axonframework.extensions.kafka.eventhandling.producer,DefaultProducerFactory,16,0,9,6,279,14,0,1,0.2222222222222222,4,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/producer/DefaultProducerFactory.java,51
.,org.axonframework.extensions.kafka.eventhandling.producer,DefaultProducerFactory.ProducerDecorator,1,0,0,0,56,0,0,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/producer/DefaultProducerFactory.java,188
.,org.axonframework.extensions.kafka.eventhandling.producer,DefaultProducerFactory.PoolableProducer,2,0,0,0,23,0,0,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/producer/DefaultProducerFactory.java,283
.,org.axonframework.extensions.kafka.eventhandling.producer,DefaultProducerFactory.ShareableProducer,0,0,0,0,14,0,0,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/producer/DefaultProducerFactory.java,318
.,org.axonframework.extensions.kafka.eventhandling.producer,DefaultProducerFactory.Builder,5,0,0,0,87,0,0,0,-1.0,0,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/producer/DefaultProducerFactory.java,342
.,org.axonframework.extensions.kafka.eventhandling.producer,KafkaPublisher,13,0,10,4,249,15,0,0,0.3,5,4,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/producer/KafkaPublisher.java,53
.,org.axonframework.extensions.kafka.eventhandling.producer,KafkaPublisher.Builder,6,0,0,0,107,0,0,0,-1.0,0,3,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/producer/KafkaPublisher.java,247
.,org.axonframework.extensions.kafka.eventhandling.producer,TopicResolver,0,0,1,0,15,1,0,0,-1.0,2,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/producer/TopicResolver.java,24
.,org.axonframework.extensions.kafka.eventhandling.producer,KafkaEventPublisher,4,1,4,3,72,4,0,0,0.75,2,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/producer/KafkaEventPublisher.java,25
.,org.axonframework.extensions.kafka.eventhandling.producer,KafkaEventPublisher.Builder,1,0,0,0,32,0,0,0,-1.0,0,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/producer/KafkaEventPublisher.java,86
.,org.axonframework.extensions.kafka.eventhandling.util,ConsumerConfigUtil,1,1,6,5,63,6,0,0,0.3333333333333333,0,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/util/ConsumerConfigUtil.java,27
.,org.axonframework.extensions.kafka.eventhandling.util,KafkaContainerTest,1,0,1,0,10,1,0,0,0.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/util/KafkaContainerTest.java,24
.,org.axonframework.extensions.kafka.eventhandling.util,KafkaTestUtils,1,0,6,4,122,12,0,0,0.8333333333333334,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/util/KafkaTestUtils.java,36
.,org.axonframework.extensions.kafka.eventhandling.util,KafkaAdminUtils,4,0,10,5,120,11,0,0,0.6,10,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/util/KafkaAdminUtils.java,46
.,org.axonframework.extensions.kafka.eventhandling.util,KafkaAdminUtils.KafkaTopicConfiguration,3,0,0,0,22,0,0,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/util/KafkaAdminUtils.java,170
.,org.axonframework.extensions.kafka.eventhandling.util,AssertUtils,0,0,2,1,30,4,0,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/util/AssertUtils.java,21
.,org.axonframework.extensions.kafka.eventhandling.util,KafkaContainerCluster,4,0,5,4,61,7,0,0,0.0,1,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/util/KafkaContainerCluster.java,38
.,org.axonframework.extensions.kafka.eventhandling.util,ProducerConfigUtil,0,0,10,9,97,10,0,0,-1.0,1,2,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/util/ProducerConfigUtil.java,34
.,org.axonframework.extensions.kafka.eventhandling.util,KafkaContainerClusterTest,1,0,1,0,10,1,0,0,0.0,0,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/util/KafkaContainerClusterTest.java,22
.,org.axonframework.extensions.kafka.eventhandling.util,HeaderAssertUtil,0,0,3,2,23,3,0,0,-1.0,0,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/util/HeaderAssertUtil.java,28
.,org.axonframework.extensions.kafka.eventhandling.tokenstore,KafkaTokenStoreConcurrentIntegrationTest,7,0,15,1,194,17,0,0,0.0,0,2,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/tokenstore/KafkaTokenStoreConcurrentIntegrationTest.java,49
.,org.axonframework.extensions.kafka.eventhandling.tokenstore,TokenUpdateDeserializerTest,0,0,2,0,22,2,0,0,-1.0,0,3,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/tokenstore/TokenUpdateDeserializerTest.java,29
.,org.axonframework.extensions.kafka.eventhandling.tokenstore,TokenUpdateSerializerTest,0,0,2,0,21,2,0,0,-1.0,0,3,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/tokenstore/TokenUpdateSerializerTest.java,33
.,org.axonframework.extensions.kafka.eventhandling.tokenstore,KafkaTokenStoreIntegrationTest,6,0,19,1,111,21,0,0,0.10526315789473684,0,2,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/tokenstore/KafkaTokenStoreIntegrationTest.java,40
.,org.axonframework.extensions.kafka.eventhandling.tokenstore,KafkaTokenStoreBuilderTest,2,0,13,0,61,13,0,0,0.6923076923076923,0,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/tokenstore/KafkaTokenStoreBuilderTest.java,32
.,org.axonframework.extensions.kafka.eventhandling.tokenstore,TokenUpdateSerializer,0,0,2,2,27,2,0,0,-1.0,1,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/tokenstore/TokenUpdateSerializer.java,22
.,org.axonframework.extensions.kafka.eventhandling.tokenstore,TokenUpdateDeserializer,0,0,2,2,26,2,0,0,-1.0,1,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/tokenstore/TokenUpdateDeserializer.java,22
.,org.axonframework.extensions.kafka.eventhandling.tokenstore,TokenStoreState,15,0,16,0,242,29,0,0,0.1875,1,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/tokenstore/TokenStoreState.java,57
.,org.axonframework.extensions.kafka.eventhandling.tokenstore,TokenStoreState.TokenStoreUpdateException,0,0,0,0,14,0,0,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/tokenstore/TokenStoreState.java,320
.,org.axonframework.extensions.kafka.eventhandling.tokenstore,KafkaTokenStore,22,0,22,14,393,34,0,0,0.18181818181818182,3,2,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/tokenstore/KafkaTokenStore.java,64
.,org.axonframework.extensions.kafka.eventhandling.tokenstore,KafkaTokenStore.FutureWithContext,3,0,0,0,10,0,0,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/tokenstore/KafkaTokenStore.java,329
.,org.axonframework.extensions.kafka.eventhandling.tokenstore,KafkaTokenStore.Builder,10,0,0,0,165,0,0,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/tokenstore/KafkaTokenStore.java,423
.,org.axonframework.extensions.kafka.eventhandling.tokenstore,TokenStoreInitializationException,0,0,1,1,14,1,0,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/tokenstore/TokenStoreInitializationException.java,21
.,org.axonframework.extensions.kafka.eventhandling.tokenstore,TokenUpdate,15,0,12,0,100,12,0,0,0.0,6,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/tokenstore/TokenUpdate.java,28
.,org.axonframework.extensions.kafka.eventhandling.cloudevent,CloudEventKafkaMessageConverterTest,6,0,43,0,265,44,0,0,0.11627906976744186,0,4,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/cloudevent/CloudEventKafkaMessageConverterTest.java,54
.,org.axonframework.extensions.kafka.eventhandling.cloudevent,InvalidMetaDataException,0,0,1,1,14,1,0,0,-1.0,1,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/cloudevent/InvalidMetaDataException.java,21
.,org.axonframework.extensions.kafka.eventhandling.cloudevent,CloudEventKafkaMessageConverter,18,0,12,3,234,12,0,1,0.25,1,2,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/cloudevent/CloudEventKafkaMessageConverter.java,57
.,org.axonframework.extensions.kafka.eventhandling.cloudevent,CloudEventKafkaMessageConverter.Builder,8,0,0,0,128,0,0,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/cloudevent/CloudEventKafkaMessageConverter.java,295
.,org.axonframework.extensions.kafka.eventhandling.cloudevent,MetadataUtils,4,3,6,5,95,12,0,0,0.5,2,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/cloudevent/MetadataUtils.java,35
.,org.axonframework.extensions.kafka.eventhandling.cloudevent,ExtensionUtils,6,4,14,8,190,35,0,0,0.6428571428571429,1,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/cloudevent/ExtensionUtils.java,43
.,org.axonframework.extensions.kafka.eventhandling,KafkaIntegrationTest,8,0,6,1,71,7,0,0,0.0,0,10,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/KafkaIntegrationTest.java,48
.,org.axonframework.extensions.kafka.eventhandling,DefaultKafkaMessageConverterTest,6,0,26,0,162,26,0,0,0.19230769230769232,0,3,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/DefaultKafkaMessageConverterTest.java,51
.,org.axonframework.extensions.kafka.eventhandling,HeaderUtilsTest,3,0,35,0,226,35,0,0,0.7428571428571429,0,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/HeaderUtilsTest.java,48
.,org.axonframework.extensions.kafka.eventhandling,HeaderUtilsTest.Foo,2,0,0,0,11,0,0,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/HeaderUtilsTest.java,355
.,org.axonframework.extensions.kafka.eventhandling,HeaderUtilsTest.Bar,1,0,0,0,9,0,0,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/test/java/org/axonframework/extensions/kafka/eventhandling/HeaderUtilsTest.java,374
.,org.axonframework.extensions.kafka.eventhandling,DefaultKafkaMessageConverter,9,0,12,3,153,13,0,1,0.25,3,1,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/DefaultKafkaMessageConverter.java,51
.,org.axonframework.extensions.kafka.eventhandling,DefaultKafkaMessageConverter.Builder,4,0,0,0,63,0,0,0,-1.0,0,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/DefaultKafkaMessageConverter.java,245
.,org.axonframework.extensions.kafka.eventhandling,HeaderUtils,3,0,26,18,246,36,0,0,0.34615384615384615,8,0,/Users/aarnavlakhanpal/git/csci3130/assignments/assn_3/extension-kafka/kafka/./src/main/java/org/axonframework/extensions/kafka/eventhandling/HeaderUtils.java,42
