Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekPoll_jmhType l_messagebufferbenchmarks_putpeekpoll0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeekpoll0_G(control);" is 148.,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Long Statement,The length of the statement "peek_thrpt_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`l_messagebufferbenchmarks_putpeekpoll0_G);" is 155.,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeekpoll0_G`0`1)) {" is 132.,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeekpoll0_G) == 1) {" is 126.,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Long Statement,The length of the statement "results.add(new ThroughputResult(ResultRole.SECONDARY`"peek"`res.measuredOps`res.getTime()`benchmarkParams.getTimeUnit()));" is 123.,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekPoll_jmhType l_messagebufferbenchmarks_putpeekpoll0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeekpoll0_G(control);" is 148.,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Long Statement,The length of the statement "poll_thrpt_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`l_messagebufferbenchmarks_putpeekpoll0_G);" is 155.,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeekpoll0_G`0`1)) {" is 132.,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeekpoll0_G) == 1) {" is 126.,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Long Statement,The length of the statement "results.add(new ThroughputResult(ResultRole.SECONDARY`"poll"`res.measuredOps`res.getTime()`benchmarkParams.getTimeUnit()));" is 123.,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekPoll_jmhType l_messagebufferbenchmarks_putpeekpoll0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeekpoll0_G(control);" is 148.,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Long Statement,The length of the statement "put_thrpt_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`l_threadstate1_0`l_messagebufferbenchmarks_putpeekpoll0_G);" is 171.,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeekpoll0_G`0`1)) {" is 132.,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeekpoll0_G) == 1) {" is 126.,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Long Statement,The length of the statement "results.add(new ThroughputResult(ResultRole.SECONDARY`"put"`res.measuredOps`res.getTime()`benchmarkParams.getTimeUnit()));" is 122.,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Magic Number,The method contains a magic number: 1024,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Magic Number,The method contains a magic number: 2,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Magic Number,The method contains a magic number: 1024,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Magic Number,The method contains a magic number: 2,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Magic Number,The method contains a magic number: 2,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Magic Number,The method contains a magic number: 1024,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_Throughput,Magic Number,The method contains a magic number: 2,62
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,peek_thrpt_jmhStub,Long Identifier,The length of the parameter l_messagebufferbenchmarks_putpeekpoll0_G is 40.,273
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,peek_thrpt_jmhStub,Long Parameter List,The method has 9 parameters. ,273
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,poll_thrpt_jmhStub,Long Identifier,The length of the parameter l_messagebufferbenchmarks_putpeekpoll0_G is 40.,286
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,poll_thrpt_jmhStub,Long Parameter List,The method has 9 parameters. ,286
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,put_thrpt_jmhStub,Long Identifier,The length of the parameter l_messagebufferbenchmarks_putpeekpoll0_G is 40.,299
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,put_thrpt_jmhStub,Long Parameter List,The method has 10 parameters. ,299
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Complex Method,Cyclomatic complexity of the method is 35,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeekpoll0_G is 40.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeekpoll0_G_backoff is 48.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeekpoll0_G is 40.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeekpoll0_G_backoff is 48.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeekpoll0_G is 40.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeekpoll0_G_backoff is 48.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Identifier,The length of the field f_messagebufferbenchmarks_putpeekpoll0_G is 40.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Method,The method has 207 lines of code.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "this.blackhole=new Blackhole("Today's password is swordfish. I understand instantiating Blackholes directly is dangerous.");" is 124.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekPoll_jmhType l_messagebufferbenchmarks_putpeekpoll0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeekpoll0_G(control);" is 148.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "peek_avgt_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`l_messagebufferbenchmarks_putpeekpoll0_G);" is 154.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeekpoll0_G`0`1)) {" is 132.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeekpoll0_G) == 1) {" is 126.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "results.add(new AverageTimeResult(ResultRole.SECONDARY`"peek"`res.measuredOps`res.getTime()`benchmarkParams.getTimeUnit()));" is 124.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekPoll_jmhType l_messagebufferbenchmarks_putpeekpoll0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeekpoll0_G(control);" is 148.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "poll_avgt_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`l_messagebufferbenchmarks_putpeekpoll0_G);" is 154.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeekpoll0_G`0`1)) {" is 132.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeekpoll0_G) == 1) {" is 126.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "results.add(new AverageTimeResult(ResultRole.SECONDARY`"poll"`res.measuredOps`res.getTime()`benchmarkParams.getTimeUnit()));" is 124.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekPoll_jmhType l_messagebufferbenchmarks_putpeekpoll0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeekpoll0_G(control);" is 148.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "put_avgt_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`l_threadstate1_0`l_messagebufferbenchmarks_putpeekpoll0_G);" is 170.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeekpoll0_G`0`1)) {" is 132.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeekpoll0_G) == 1) {" is 126.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Long Statement,The length of the statement "results.add(new AverageTimeResult(ResultRole.SECONDARY`"put"`res.measuredOps`res.getTime()`benchmarkParams.getTimeUnit()));" is 123.,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Magic Number,The method contains a magic number: 1024,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Magic Number,The method contains a magic number: 2,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Magic Number,The method contains a magic number: 1024,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Magic Number,The method contains a magic number: 2,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Magic Number,The method contains a magic number: 2,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Magic Number,The method contains a magic number: 1024,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_AverageTime,Magic Number,The method contains a magic number: 2,313
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,peek_avgt_jmhStub,Long Identifier,The length of the parameter l_messagebufferbenchmarks_putpeekpoll0_G is 40.,524
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,peek_avgt_jmhStub,Long Parameter List,The method has 9 parameters. ,524
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,poll_avgt_jmhStub,Long Identifier,The length of the parameter l_messagebufferbenchmarks_putpeekpoll0_G is 40.,537
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,poll_avgt_jmhStub,Long Parameter List,The method has 9 parameters. ,537
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,put_avgt_jmhStub,Long Identifier,The length of the parameter l_messagebufferbenchmarks_putpeekpoll0_G is 40.,550
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,put_avgt_jmhStub,Long Parameter List,The method has 10 parameters. ,550
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Complex Method,Cyclomatic complexity of the method is 35,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeekpoll0_G is 40.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeekpoll0_G_backoff is 48.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeekpoll0_G is 40.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeekpoll0_G_backoff is 48.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeekpoll0_G is 40.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Identifier,The length of the identifier l_messagebufferbenchmarks_putpeekpoll0_G_backoff is 48.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Identifier,The length of the field f_messagebufferbenchmarks_putpeekpoll0_G is 40.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Method,The method has 210 lines of code.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "this.blackhole=new Blackhole("Today's password is swordfish. I understand instantiating Blackholes directly is dangerous.");" is 124.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekPoll_jmhType l_messagebufferbenchmarks_putpeekpoll0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeekpoll0_G(control);" is 148.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "peek_sample_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`buffer`targetSamples`opsPerInv`batchSize`l_messagebufferbenchmarks_putpeekpoll0_G);" is 197.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeekpoll0_G`0`1)) {" is 132.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeekpoll0_G) == 1) {" is 126.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekPoll_jmhType l_messagebufferbenchmarks_putpeekpoll0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeekpoll0_G(control);" is 148.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "poll_sample_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`buffer`targetSamples`opsPerInv`batchSize`l_messagebufferbenchmarks_putpeekpoll0_G);" is 197.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeekpoll0_G`0`1)) {" is 132.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeekpoll0_G) == 1) {" is 126.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "MessageBufferBenchmarks_PutPeekPoll_jmhType l_messagebufferbenchmarks_putpeekpoll0_G=_jmh_tryInit_f_messagebufferbenchmarks_putpeekpoll0_G(control);" is 148.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "put_sample_jmhStub(control`res`benchmarkParams`iterationParams`threadParams`blackhole`notifyControl`startRndMask`buffer`targetSamples`opsPerInv`batchSize`l_threadstate1_0`l_messagebufferbenchmarks_putpeekpoll0_G);" is 213.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "if (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.compareAndSet(l_messagebufferbenchmarks_putpeekpoll0_G`0`1)) {" is 132.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Long Statement,The length of the statement "while (MessageBufferBenchmarks_PutPeekPoll_jmhType.tearTrialMutexUpdater.get(l_messagebufferbenchmarks_putpeekpoll0_G) == 1) {" is 126.,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Magic Number,The method contains a magic number: 20,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Magic Number,The method contains a magic number: 1024,564
.,org.axonframework.extensions.kafka.eventhandling.benchmark.jmh_generated,MessageBufferBenchmarks_PutPeekPoll_rw_jmhTest,rw_SampleTime,Magic Number,The method contains a magic number: 2,564
